prompt,name_pair,location,prolog,referring_expression,target_object,referent_natural
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a calendar on the table, a notebook on the floor, a monitor on the table, a plant on the table, a dirty mug on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, calendar).
location(obj1, table).
object(obj2).
property(obj2, notebook).
location(obj2, floor).
object(obj3).
property(obj3, monitor).
location(obj3, table).
object(obj4).
property(obj4, plant).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,dirty mug
"Casey and Skyler are in the library. Casey is tidying. Skyler is next to a folder on the table, a notebook on the floor, a garbage bag on the floor, a pencil on the floor, a monitor on the table, a vase on the table. Casey says to Skyler, 'pick it up'.",Casey and Skyler,library,"setting(library).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, folder).
location(obj1, table).
object(obj2).
property(obj2, notebook).
location(obj2, floor).
object(obj3).
property(obj3, garbage).
property(obj3, bag).
location(obj3, floor).
object(obj4).
property(obj4, pencil).
location(obj4, floor).
object(obj5).
property(obj5, monitor).
location(obj5, table).
object(obj6).
property(obj6, vase).
location(obj6, table).
referring_expression(pick_it_up).",pick it up,object3,garbage bag
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a plant on the table, a monitor on the table, a paper clip on the floor, a trash on the floor, a broom on the table, a pen on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, plant).
location(obj1, table).
object(obj2).
property(obj2, monitor).
location(obj2, table).
object(obj3).
property(obj3, paper).
property(obj3, clip).
location(obj3, floor).
object(obj4).
property(obj4, trash).
location(obj4, floor).
object(obj5).
property(obj5, broom).
location(obj5, table).
object(obj6).
property(obj6, pen).
location(obj6, floor).
referring_expression(pick_it_up).",pick it up,object4,trash
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a plant on the table, a garbage bag on the floor, a notebook on the floor, a keyboard on the table. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, plant).
location(obj1, table).
object(obj2).
property(obj2, garbage).
property(obj2, bag).
location(obj2, floor).
object(obj3).
property(obj3, notebook).
location(obj3, floor).
object(obj4).
property(obj4, keyboard).
location(obj4, table).
referring_expression(pick_it_up).",pick it up,object2,garbage bag
"Casey and Skyler are in the library. Casey is tidying. Skyler is next to a vase on the table, a monitor on the table, a garbage bag on the floor, a rug on the floor, a pen on the floor. Casey says to Skyler, 'pick it up'.",Casey and Skyler,library,"setting(library).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, vase).
location(obj1, table).
object(obj2).
property(obj2, monitor).
location(obj2, table).
object(obj3).
property(obj3, garbage).
property(obj3, bag).
location(obj3, floor).
object(obj4).
property(obj4, rug).
location(obj4, floor).
object(obj5).
property(obj5, pen).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object3,garbage bag
"Alex and Bailey are in the library. Alex is tidying. Bailey is next to a folder on the table, a vase on the table, a pencil on the floor, a garbage bag on the floor. Alex says to Bailey, 'pick it up'.",Alex and Bailey,library,"setting(library).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, folder).
location(obj1, table).
object(obj2).
property(obj2, vase).
location(obj2, table).
object(obj3).
property(obj3, pencil).
location(obj3, floor).
object(obj4).
property(obj4, garbage).
property(obj4, bag).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object4,garbage bag
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a folder on the table, a dirty mug on the floor, a plant on the table, a pencil on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, folder).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, mug).
location(obj2, floor).
object(obj3).
property(obj3, plant).
location(obj3, table).
object(obj4).
property(obj4, pencil).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object2,dirty mug
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a pencil on the floor, a trash on the floor, a lamp on the table, a calendar on the table, a pen on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, pencil).
location(obj1, floor).
object(obj2).
property(obj2, trash).
location(obj2, floor).
object(obj3).
property(obj3, lamp).
location(obj3, table).
object(obj4).
property(obj4, calendar).
location(obj4, table).
object(obj5).
property(obj5, pen).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object2,trash
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a keyboard on the table, a trash on the floor, a folder on the table, a paper clip on the floor, a vase on the table. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, keyboard).
location(obj1, table).
object(obj2).
property(obj2, trash).
location(obj2, floor).
object(obj3).
property(obj3, folder).
location(obj3, table).
object(obj4).
property(obj4, paper).
property(obj4, clip).
location(obj4, floor).
object(obj5).
property(obj5, vase).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,trash
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a folder on the table, a pencil on the floor, a calendar on the table, a dirty plate on the floor, a keyboard on the table. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, folder).
location(obj1, table).
object(obj2).
property(obj2, pencil).
location(obj2, floor).
object(obj3).
property(obj3, calendar).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
location(obj4, floor).
object(obj5).
property(obj5, keyboard).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object4,dirty plate
"Alex and Bailey are in the library. Alex is tidying. Bailey is next to a paper clip on the floor, a lamp on the table, a monitor on the table, a dirty mug on the floor, a pen on the floor, a plant on the table. Alex says to Bailey, 'pick it up'.",Alex and Bailey,library,"setting(library).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, paper).
property(obj1, clip).
location(obj1, floor).
object(obj2).
property(obj2, lamp).
location(obj2, table).
object(obj3).
property(obj3, monitor).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
location(obj4, floor).
object(obj5).
property(obj5, pen).
location(obj5, floor).
object(obj6).
property(obj6, plant).
location(obj6, table).
referring_expression(pick_it_up).",pick it up,object4,dirty mug
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a calendar on the table, a broom on the table, a book on the floor, a folder on the table, a garbage bag on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, calendar).
location(obj1, table).
object(obj2).
property(obj2, broom).
location(obj2, table).
object(obj3).
property(obj3, book).
location(obj3, floor).
object(obj4).
property(obj4, folder).
location(obj4, table).
object(obj5).
property(obj5, garbage).
property(obj5, bag).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,garbage bag
"Casey and Skyler are in the library. Casey is tidying. Skyler is next to a trash on the floor, a pen on the floor, a lamp on the table, a vase on the table, a paper clip on the floor, a broom on the table. Casey says to Skyler, 'pick it up'.",Casey and Skyler,library,"setting(library).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, trash).
location(obj1, floor).
object(obj2).
property(obj2, pen).
location(obj2, floor).
object(obj3).
property(obj3, lamp).
location(obj3, table).
object(obj4).
property(obj4, vase).
location(obj4, table).
object(obj5).
property(obj5, paper).
property(obj5, clip).
location(obj5, floor).
object(obj6).
property(obj6, broom).
location(obj6, table).
referring_expression(pick_it_up).",pick it up,object1,trash
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a broom on the table, a dirty plate on the floor, a pencil on the floor, a lamp on the table, a plant on the table. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, broom).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
location(obj2, floor).
object(obj3).
property(obj3, pencil).
location(obj3, floor).
object(obj4).
property(obj4, lamp).
location(obj4, table).
object(obj5).
property(obj5, plant).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,dirty plate
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a trash on the floor, a plant on the table, a paper clip on the floor, a monitor on the table. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, trash).
location(obj1, floor).
object(obj2).
property(obj2, plant).
location(obj2, table).
object(obj3).
property(obj3, paper).
property(obj3, clip).
location(obj3, floor).
object(obj4).
property(obj4, monitor).
location(obj4, table).
referring_expression(pick_it_up).",pick it up,object1,trash
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a paper clip on the floor, a calendar on the table, a broom on the table, a dirty plate on the floor, a monitor on the table. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paper).
property(obj1, clip).
location(obj1, floor).
object(obj2).
property(obj2, calendar).
location(obj2, table).
object(obj3).
property(obj3, broom).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
location(obj4, floor).
object(obj5).
property(obj5, monitor).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object4,dirty plate
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a garbage bag on the floor, a book on the floor, a lamp on the table, a folder on the table, a broom on the table. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, garbage).
property(obj1, bag).
location(obj1, floor).
object(obj2).
property(obj2, book).
location(obj2, floor).
object(obj3).
property(obj3, lamp).
location(obj3, table).
object(obj4).
property(obj4, folder).
location(obj4, table).
object(obj5).
property(obj5, broom).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object1,garbage bag
